LYBNo|SaleDate|ShopCode|SalesMemoNo|GTIN|GTINDescription|QuantitySold|NetSales|ExtractionDate
LYB006278223|2024-02-22|0368|137030566|94665|BATH GLOVES GREEN A0 2018|1.0|18.75|2024-02-22
LYB010796355|2024-02-22|0368|135025089|37700|BODY CREAM BALMY LAV & VETIVER CALM 200ML A0X |1.0|134.25|2024-02-22
LYB000611091|2024-02-22|8701|19805600|98147|EDT WHITE MUSK FLORA 60ML A0X RENO 2021|1.0|100.0|2024-02-22
LYB010884003|2024-02-22|8701|19805598|327|2023 GENERIC MATCH BOX SIZE L (TBS POD & BCORP LOGO)|1.0|0.0|2024-02-22
LYB001672947|2024-02-22|0359|23014893|96133|SHOWER SCRUB BRITISH ROSE 200ML A0X RENO 2022|1.0|50.15|2024-02-22
LYB006059673|2024-02-22|K010|11805748|19572|BODY BUTTER VNLLA PMPKN 200ML 2023 A0X|1.0|100.12|2024-02-22
LYB002808734|2024-02-22|8806|231011215|19542|BODY SCRUB MANGO 50ML A0X RENO 2021|1.0|35.7|2024-02-22
LYB000827610|2024-02-22|0332|63013661|33277|SHOWER GEL MORINGA 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB008409900|2024-02-22|0507|25104914|88780|ORANGE BATH LILY MINI RECYCLED GIFT ARX|1.0|7.43|2024-02-22
LYB010611489|2024-02-22|0310|129036729|23584|SHOWER CREAM SHEA 250ML A0X RENO 2022|1.0|27.0|2024-02-22
LYB000681975|2024-02-22|0399|93013318|23580|SHOWER GEL OLIVE 250ML A0X RENO 2023|1.0|35.0|2024-02-22
LYB002234665|2024-02-22|0608|6207494|88196|FOOT SCRUB PEPPERMINT 100ML A0X 2020|1.0|58.65|2024-02-22
LYB009951761|2024-02-22|0502|32011194|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB001720378|2024-02-22|0342|123015420|18637|MESH POUCH HONEY A0|1.0|0.0|2024-02-22
LYB001370261|2024-02-22|0332|63013662|26960|FACE WASH VITAMIN E 125ML A0X RENO 2023|1.0|67.0|2024-02-22
LYB010604610|2024-02-22|0368|135025095|15535|HAND CREAM BRITISH ROSE 30ML A0X RENO 2021|1.0|26.25|2024-02-22
LYB010884322|2024-02-22|0502|32011193|98074|EDT ARBER 100ML 2022|1.0|143.65|2024-02-22
LYB002578143|2024-02-22|0343|212011208|340|2023 GENERIC SLEEVE GIFT BOX - L|1.0|0.0|2024-02-22
LYB006062987|2024-02-22|0324|96011835|33587|SHAMPOO GINGER 400ML A21X RENO 2023|1.0|56.25|2024-02-22
LYB007006298|2024-02-22|8806|231011234|23574|SHOWER GEL BRITISH ROSE 250ML A0X RENO 2022|1.0|31.5|2024-02-22
LYB002893185|2024-02-22|0345|43020526|37691|HAIR & BODY WASH ECLYP&RSMRY FLOW 200ML A0X |1.0|74.25|2024-02-22
LYB010883688|2024-02-22|8805|57010422|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB007668630|2024-02-22|0328|39016764|34543|BODY LOTION ALMOND MILK 200ML A0X RENO 2023|1.0|68.0|2024-02-22
LYB008379770|2024-02-22|0343|212011216|86891|SCALP SERUM GINGER 50ML A0X 2020|1.0|69.0|2024-02-22
LYB003779633|2024-02-22|0909|9908734|95460|HAIR BRUSH BAMBOO MINI A0 2018|1.0|39.0|2024-02-22
LYB010884119|2024-02-22|0328|39016774|17374|LIPSTICK PEPTALK DONT SETTLE 4G A0X  (Refill)|1.0|67.15|2024-02-22
LYB010873274|2024-02-22|0399|93013311|97106|NAIL BUFFER COLOUR A0X 2018|1.0|39.0|2024-02-22
LYB010884146|2024-02-22|0408|13904512|98052|EDT BRITISH ROSE 100ML RENO A0X 2021|1.0|81.75|2024-02-22
LYB004521839|2024-02-22|0310|129036728|26803|SHEET MASK ALOE 18ML A0X RENO 2023|1.0|21.75|2024-02-22
LYB002099992|2024-02-22|0361|69012781|33262|SHOWER GEL BRITISH ROSE 60ML A0X RENO 2023|1.0|22.0|2024-02-22
LYB002099992|2024-02-22|0361|69012781|24929|SHOWER GEL PINK GRAPEFRUIT 60ML A0X RENO 2022|1.0|22.0|2024-02-22
LYB001933149|2024-02-22|0359|23014885|33277|SHOWER GEL MORINGA 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB010884182|2024-02-22|0606|145014497|31286|HAND BALM SHEA 30ML A0X RENO 2023|1.0|26.25|2024-02-22
LYB009407516|2024-02-22|0506|13806933|98220|FACE CLEANSER WASH SEAWEED 125ML A0X 2021 (x)|1.0|59.25|2024-02-22
LYB010884270|2024-02-22|0602|73012883|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB008212212|2024-02-22|0503|18808333|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB005161573|2024-02-22|0411|151020884|35814|BODY BUTTER AVOCADO 50ML A0X 2023|1.0|17.45|2024-02-22
LYB010883712|2024-02-22|0411|151020887|17961|CONCENTRATE EDELWEISS 50ML A1A|1.0|216.75|2024-02-22
LYB006898124|2024-02-22|0368|137030562|23211|VIRTUAL REFILL SHOWER CRM SHEA 300ML|1.0|29.25|2024-02-22
LYB004590486|2024-02-22|0504|2760458|23584|SHOWER CREAM SHEA 250ML A0X RENO 2022|1.0|35.0|2024-02-22
LYB002099992|2024-02-22|0361|69012781|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB001672947|2024-02-22|0359|23014893|339|2023 GENERIC GIFT BOX - XL|1.0|6.9|2024-02-22
LYB006900207|2024-02-22|0364|26303216|26256|CONDITIONER GINGER 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB008698102|2024-02-22|0332|63013671|97507|BODY YOGURT ALMOND MILK 200ML A0X RENO 2022|1.0|60.0|2024-02-22
LYB001720378|2024-02-22|0342|123015420|23584|SHOWER CREAM SHEA 250ML A0X RENO 2022|1.0|35.0|2024-02-22
LYB001724912|2024-02-22|0332|63013669|96133|SHOWER SCRUB BRITISH ROSE 200ML A0X RENO 2022|1.0|44.25|2024-02-22
LYB006754866|2024-02-22|0902|23305667|25325|SHOWER GEL PEPPERMINT 250ML A0X 2024|1.0|45.0|2024-02-22
LYB002426284|2024-02-22|8806|231011211|33252|REFILL BOTTLE ALUMINIUM 300ML LIMITED EDITION A0X|1.0|21.75|2024-02-22
LYB010883864|2024-02-22|0343|212011223|98092|EDT BLACK MUSK NIGHT BLOOM 60ML A0X RENO 2021|1.0|143.65|2024-02-22
LYB010533570|2024-02-22|0720|98027088|37702|MASSAGE OIL LAV & VETIVER CALM 100ML A0X|2.0|223.5|2024-02-22
LYB008758501|2024-02-22|0368|137030558|18765|EDT CHOICE REBEL ROSEBUD 50ML  A0X|1.0|127.2|2024-02-22
LYB006553708|2024-02-22|0315|121019167|97523|SHOWER GEL MORINGA 250ML A0X RENO 2022|1.0|33.6|2024-02-22
LYB005352236|2024-02-22|0345|43020550|98052|EDT BRITISH ROSE 100ML RENO A0X 2021|1.0|92.65|2024-02-22
LYB010884128|2024-02-22|0709|5508917|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB000542560|2024-02-22|0368|137030536|97370|BODY BUTTER SHEA 200ML RENO A0X 2021|2.0|188.8|2024-02-22
LYB009959532|2024-02-22|0403|12202120|15535|HAND CREAM BRITISH ROSE 30ML A0X RENO 2021|1.0|29.75|2024-02-22
LYB010884234|2024-02-22|0610|64014054|23573|SHOWER GEL STRAWBERRY 250ML A0X RENO 2022|1.0|31.5|2024-02-22
LYB008806455|2024-02-22|0317|88014398|97150|EDT BLACK MUSK 60ML A0X RENO 2021|1.0|100.0|2024-02-22
LYB004008204|2024-02-22|8805|57010421|20002|DEODORANT AL FREE BLACK MUSK 50ML A0X 2022|1.0|41.65|2024-02-22
LYB010883907|2024-02-22|0350|178027112|33262|SHOWER GEL BRITISH ROSE 60ML A0X RENO 2023|1.0|16.5|2024-02-22
LYB001117820|2024-02-22|0607|81015822|23584|SHOWER CREAM SHEA 250ML A0X RENO 2022|2.0|63.0|2024-02-22
LYB010417218|2024-02-22|0333|24023553|18663|EDT CHOICE GLOWING CHERRY BLOSSOM 50ML A0X|1.0|119.25|2024-02-22
LYB008274070|2024-02-22|0402|5108167|315|2023 RAMADAN MINI GIFT PAPER BAG|1.0|0.5|2024-02-22
LYB010635902|2024-02-22|0604|2710532|98043|EDT VANILLA 30ML RENO 2021|1.0|67.15|2024-02-22
LYB008300060|2024-02-22|0504|2760454|34540|BODY LOTION OLIVE 200ML A0X RENO 2023|1.0|53.0|2024-02-22
LYB006900207|2024-02-22|0364|26303216|18681|EDT CHOICE BLISSFUL STRAWBERRY 50ML A0X|1.0|135.15|2024-02-22
LYB001463358|2024-02-22|8903|5802402|33260|SHOWER CREAM SHEA 60ML A0X RENO 2022|1.0|18.7|2024-02-22
LYB010064751|2024-02-22|0712|2660720|337|2023 XMAS MINI GIFT PAPER BAG|1.0|0.5|2024-02-22
LYB000337223|2024-02-22|0412|52021217|26256|CONDITIONER GINGER 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB010164778|2024-02-22|0368|135025097|23234|VIRTUAL REFILL SHAMPOO GINGER 300ML A0|1.0|44.25|2024-02-22
LYB010765568|2024-02-22|0710|86016493|17144|BODY SCRUB AVOCADO 50ML A0X |1.0|42.0|2024-02-22
LYB009072462|2024-02-22|8801|83017175|18129|FACIAL MASK RECIPES OF NATURE GINSENG & RICE 75ML AOX 2022|1.0|139.0|2024-02-22
LYB010883280|2024-02-22|0350|178027099|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|16.5|2024-02-22
LYB000933939|2024-02-22|0907|4708318|10301|FRESH NUDE FOUNDATION MEDIUM 2C 30ML A0X 2021|1.0|96.75|2024-02-22
LYB001577235|2024-02-22|0606|145014488|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB010628081|2024-02-22|0606|145014482|17969|LIQUID PEEL EDELWEISS 100ML A0X|1.0|104.25|2024-02-22
LYB008514943|2024-02-22|0327|21014771|27109|MULTI-PROTECTION LIGHT ESS SKIN DEFENCE SPF50 PA++++ 60ML AX RENO 2023|1.0|126.75|2024-02-22
LYB005601956|2024-02-22|0908|14306447|16360|FACE BASE TEA TREE FAIR 1C 9G A0X (Refill)|1.0|81.75|2024-02-22
LYB009567304|2024-02-22|0336|6708952|23580|SHOWER GEL OLIVE 250ML A0X RENO 2023|1.0|27.0|2024-02-22
LYB010296439|2024-02-22|0403|12202122|86891|SCALP SERUM GINGER 50ML A0X 2020|1.0|84.15|2024-02-22
LYB010883837|2024-02-22|0364|26303213|26771|NIGHT CREAM ALOE VERA 50ML A0X RENO 2023|1.0|71.25|2024-02-22
LYB010883651|2024-02-22|0702|153017420|19994|EDT CHOICE VIBRANT BERGAMOT 50ML A0X|1.0|119.25|2024-02-22
LYB000855419|2024-02-22|0344|11405055|10273|HAIR/BODY WASH KISTNA 200ML A0 2022|1.0|60.0|2024-02-22
LYB002348463|2024-02-22|0315|121019170|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB008027890|2024-02-22|0902|23305666|33429|FACE WASH TEA TREE 250ML AX RENO 2023|1.0|48.75|2024-02-22
LYB010883314|2024-02-22|0307|25403344|33438|OIL TEA TREE 10ML A0X RENO 2023|1.0|41.65|2024-02-22
LYB002348463|2024-02-22|0315|121019169|26256|CONDITIONER GINGER 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB010883378|2024-02-22|0341|19509573|18637|MESH POUCH HONEY A0|1.0|0.0|2024-02-22
LYB001931886|2024-02-22|0903|25903777|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB000436214|2024-02-22|0507|25104896|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB009473722|2024-02-22|8805|57010428|325|2023 GENERIC MINI GIFT PAPER BAG|2.0|0.0|2024-02-22
LYB000786216|2024-02-22|0332|63013683|27003|NIGHT CREAM VITAMIN E 50ML A0X RENO 2023|1.0|71.25|2024-02-22
LYB000994037|2024-02-22|0610|64014043|38951|EDP FULL MAGNOLIA 75ML A0X|1.0|269.0|2024-02-22
LYB000975041|2024-02-22|0328|39016766|26958|FACIAL WASH FMNG TEA TREE 150ML 2019 A0X (x)|1.0|48.75|2024-02-22
LYB007006298|2024-02-22|8806|231011234|19994|EDT CHOICE VIBRANT BERGAMOT 50ML A0X|1.0|119.25|2024-02-22
LYB008456454|2024-02-22|0608|6207492|26962|TONER HYDRATING VITAMIN E 250ML A0X RENO 2023|1.0|67.15|2024-02-22
LYB008503965|2024-02-22|0368|137030535|33587|SHAMPOO GINGER 400ML A21X RENO 2023|1.0|63.75|2024-02-22
LYB010883466|2024-02-22|0413|113011294|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|18.7|2024-02-22
LYB002151584|2024-02-22|0368|137030549|20018|DEODORANT ROLL ON ALOE 50ML RENO AX 2022|3.0|114.75|2024-02-22
LYB010882315|2024-02-22|0709|5508914|15535|HAND CREAM BRITISH ROSE 30ML A0X RENO 2021|2.0|10.0|2024-02-22
LYB008514943|2024-02-22|0327|21014771|26256|CONDITIONER GINGER 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB009473467|2024-02-22|0310|129036719|27003|NIGHT CREAM VITAMIN E 50ML A0X RENO 2023|1.0|65.0|2024-02-22
LYB001931707|2024-02-22|0332|63013679|24709|DRY BODY OIL ARGAN 125ML A0 RENO 2023|1.0|43.0|2024-02-22
LYB008814588|2024-02-22|0317|88014400|97364|BODY BUTTER ALMOND MILK 200ML RENO A0X 2021|1.0|100.3|2024-02-22
LYB002426284|2024-02-22|8806|231011211|95460|HAIR BRUSH BAMBOO MINI A0 2018|1.0|29.25|2024-02-22
LYB010883837|2024-02-22|0364|26303213|27109|MULTI-PROTECTION LIGHT ESS SKIN DEFENCE SPF50 PA++++ 60ML AX RENO 2023|1.0|126.75|2024-02-22
LYB010146976|2024-02-22|0607|81015817|33590|CONDITIONER GINGER 400ML A0X RENO 2023|1.0|75.0|2024-02-22
LYB010883156|2024-02-22|0706|141017423|18079|HAND/NAIL TREATMENT ALMOND 1.8ML A0X 2022|3.0|175.95|2024-02-22
LYB010884085|2024-02-22|0399|93013321|16670|FACE BASE TEA TREE COMPACT FOR LIFE A0X (Casing only)|1.0|39.2|2024-02-22
LYB000608042|2024-02-22|0332|63013658|97151|EDT WHITE MUSK LEAU 30ML RENO 2021|1.0|116.0|2024-02-22
LYB009469446|2024-02-22|0343|212011220|328|2023 GENERIC MATCH BOX SIZE XL (TBS POD & BCORP LOGO)|2.0|0.0|2024-02-22
LYB006039077|2024-02-22|0706|141017439|97152|EDT WHITE MUSK LEAU 60ML A0X RENO 2021|1.0|169.0|2024-02-22
LYB010883712|2024-02-22|0411|151020887|97507|BODY YOGURT ALMOND MILK 200ML A0X RENO 2022|1.0|60.0|2024-02-22
LYB010883615|2024-02-22|0908|14306443|96078|FILE A FOOT M1 2018|1.0|31.2|2024-02-22
LYB009374573|2024-02-22|0507|25104917|98043|EDT VANILLA 30ML RENO 2021|1.0|59.25|2024-02-22
LYB010884322|2024-02-22|0502|32011193|343|2024 CNY SLEEVE GIFT BOX - XL|1.0|2.0|2024-02-22
LYB000948773|2024-02-22|0704|8507423|98139|EDT WHITE MUSK 60ML A0X RENO 2021|1.0|143.65|2024-02-22
LYB002382041|2024-02-22|0307|25403348|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|18.7|2024-02-22
LYB002426284|2024-02-22|8806|231011211|23234|VIRTUAL REFILL SHAMPOO GINGER 300ML A0|1.0|44.25|2024-02-22
LYB006317948|2024-02-22|0904|4607956|26256|CONDITIONER GINGER 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB010883563|2024-02-22|0353|44012007|26256|CONDITIONER GINGER 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB010884003|2024-02-22|8701|19805598|25580|EDT BLUE MUSK ZEST 60ML A0X|1.0|126.75|2024-02-22
LYB006754866|2024-02-22|0902|23305667|38265|LIP SCRUB PEAR 10ML XM23 A0X|1.0|36.75|2024-02-22
LYB010883697|2024-02-22|0343|212011215|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB001525861|2024-02-22|0602|73012880|19363|SHOWER GEL BRITISH ROSE 750ML A0X RENO 2022|1.0|78.4|2024-02-22
LYB010883439|2024-02-22|0341|19509574|34540|BODY LOTION OLIVE 200ML A0X RENO 2023|1.0|53.0|2024-02-22
LYB005352236|2024-02-22|0345|43020550|18667|BODY MIST CHOICE GLOWING CHERRY BLOSSOM 100ML A0X|1.0|76.5|2024-02-22
LYB000556138|2024-02-22|0349|45011117|37702|MASSAGE OIL LAV & VETIVER CALM 100ML A0X|1.0|111.75|2024-02-22
LYB010883679|2024-02-22|8806|231011218|37015|GINGER SCALP CARE SHAMPOO BAR 60G A0X 2023|1.0|79.0|2024-02-22
LYB002170400|2024-02-22|0327|21014784|24929|SHOWER GEL PINK GRAPEFRUIT 60ML A0X RENO 2022|1.0|16.5|2024-02-22
LYB001741991|2024-02-22|0904|4607960|26989|DETANGLING COMB 2019|1.0|21.75|2024-02-22
LYB000740010|2024-02-22|0310|129036713|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB001724912|2024-02-22|0332|63013669|15535|HAND CREAM BRITISH ROSE 30ML A0X RENO 2021|1.0|26.25|2024-02-22
LYB002370107|2024-02-22|0403|12202121|38363|FACE WASH TEA TREE 60ML A0X RENO 2023|2.0|33.0|2024-02-22
LYB000101840|2024-02-22|0361|69012784|328|2023 GENERIC MATCH BOX SIZE XL (TBS POD & BCORP LOGO)|1.0|0.0|2024-02-22
LYB000150590|2024-02-22|0327|21014774|17961|CONCENTRATE EDELWEISS 50ML A1A|1.0|245.65|2024-02-22
LYB003750504|2024-02-22|0342|123015431|38284|BODY BUTTER PEAR 200ML XM23 A0X|1.0|96.75|2024-02-22
LYB009012202|2024-02-22|0903|25903771|26554|CLEANSER CREAM ALOE 125ML RENO 2023|1.0|50.0|2024-02-22
LYB010883378|2024-02-22|0341|19509573|98147|EDT WHITE MUSK FLORA 60ML A0X RENO 2021|1.0|100.0|2024-02-22
LYB001043808|2024-02-22|0364|26303217|97512|BODY YOGURT BRITISH ROSE 200ML A0X RENO 2022|1.0|68.0|2024-02-22
LYB010883800|2024-02-22|0503|18808340|33277|SHOWER GEL MORINGA 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB001281356|2024-02-22|0342|123015426|98052|EDT BRITISH ROSE 100ML RENO A0X 2021|1.0|81.75|2024-02-22
LYB001314238|2024-02-22|0345|43020533|96982|BODY SCRUB ALMOND MILK 250ML RENO 2022|1.0|100.3|2024-02-22
LYB001456701|2024-02-22|0333|24023545|23583|SHOWER CREAM ALMOND MILK 250ML A0X RENO 2022|1.0|35.7|2024-02-22
LYB010883794|2024-02-22|0327|21014778|24929|SHOWER GEL PINK GRAPEFRUIT 60ML A0X RENO 2022|1.0|16.5|2024-02-22
LYB010883730|2024-02-22|0364|26303210|26554|CLEANSER CREAM ALOE 125ML RENO 2023|1.0|67.15|2024-02-22
LYB007515250|2024-02-22|0315|128021805|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB000673170|2024-02-22|0908|14306444|97150|EDT BLACK MUSK 60ML A0X RENO 2021|1.0|169.0|2024-02-22
LYB010365942|2024-02-22|0343|212011209|16670|FACE BASE TEA TREE COMPACT FOR LIFE A0X (Casing only)|1.0|41.65|2024-02-22
LYB005656868|2024-02-22|0909|9908742|26966|MOISTURE CREAM VIT E 50ML A0X RENO 2023|1.0|75.65|2024-02-22
LYB009656015|2024-02-22|0507|25104894|26256|CONDITIONER GINGER 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB003402856|2024-02-22|0507|25104901|33546|SHAMPOO MORINGA 250ML A0X RENO 2023|1.0|44.25|2024-02-22
LYB004833345|2024-02-22|0334|94021474|88196|FOOT SCRUB PEPPERMINT 100ML A0X 2020|2.0|103.5|2024-02-22
LYB010624942|2024-02-22|0389|244017449|31243|HAND BALM MORINGA 30ML A0X RENO 2023|1.0|29.75|2024-02-22
LYB001332155|2024-02-22|0343|212011217|340|2023 GENERIC SLEEVE GIFT BOX - L|1.0|0.0|2024-02-22
LYB010884094|2024-02-22|0340|22907044|31307|HAND CREAM STRAWBERRY 30ML A0X RENO 2023|1.0|29.75|2024-02-22
LYB003904549|2024-02-22|0345|43020538|34543|BODY LOTION ALMOND MILK 200ML A0X RENO 2023|1.0|65.0|2024-02-22
LYB009473722|2024-02-22|8805|57010428|18637|MESH POUCH HONEY A0|1.0|0.0|2024-02-22
LYB001261547|2024-02-22|0717|9107541|38338|BODY WASH TEA TREE 250ML A0X RENO 2023|2.0|73.5|2024-02-22
LYB010883448|2024-02-22|0345|43020531|17954|CONCENTRATE EDELWEISS 30ML A1A|1.0|194.0|2024-02-22
LYB001600038|2024-02-22|0353|44012011|27049|CLEANSING BALM CAMOMILE 90ML A0X RENO 2023|5.0|333.75|2024-02-22
LYB001577235|2024-02-22|0606|145014487|97368|BODY BUTTER OLIVE 200ML RENO A0X 2021|13.0|1150.5|2024-02-22
LYB007440395|2024-02-22|0413|113011300|98092|EDT BLACK MUSK NIGHT BLOOM 60ML A0X RENO 2021|1.0|169.0|2024-02-22
LYB004008204|2024-02-22|8805|57010421|98122|FRAGRANCE MIST BLACK MUSK 100ML A0X RENO 2021|1.0|76.5|2024-02-22
LYB006608442|2024-02-22|0317|88014401|97364|BODY BUTTER ALMOND MILK 200ML RENO A0X 2021|1.0|88.0|2024-02-22
LYB000144979|2024-02-22|0507|25104907|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB003402856|2024-02-22|0507|25104901|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB010883989|2024-02-22|0368|137030546|97393|BODY LOTION SHEA 200ML A0X RENO 2021|1.0|68.0|2024-02-22
LYB010430176|2024-02-22|8805|57010423|33435|OIL TEA TREE 20ML A0X RENO 2023|3.0|175.95|2024-02-22
LYB001933149|2024-02-22|0359|23014885|18663|EDT CHOICE GLOWING CHERRY BLOSSOM 50ML A0X|1.0|119.25|2024-02-22
LYB010396942|2024-02-22|0706|141017424|15516|HAND BALM MANGO 30ML A0X RENO 2023|1.0|35.0|2024-02-22
LYB010508097|2024-02-22|0909|9908740|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB010883907|2024-02-22|0350|178027112|33277|SHOWER GEL MORINGA 60ML A0X RENO 2023|1.0|16.5|2024-02-22
LYB006356053|2024-02-22|0389|24805772|97150|EDT BLACK MUSK 60ML A0X RENO 2021|1.0|169.0|2024-02-22
LYB008300060|2024-02-22|0504|2760454|26960|FACE WASH VITAMIN E 125ML A0X RENO 2023|1.0|50.0|2024-02-22
LYB010884234|2024-02-22|0610|64014054|31307|HAND CREAM STRAWBERRY 30ML A0X RENO 2023|1.0|26.25|2024-02-22
LYB010223813|2024-02-22|0903|25903784|26256|CONDITIONER GINGER 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB008461386|2024-02-22|0368|135025090|33277|SHOWER GEL MORINGA 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB010883314|2024-02-22|0307|25403344|97151|EDT WHITE MUSK LEAU 30ML RENO 2021|1.0|98.6|2024-02-22
LYB008229140|2024-02-22|0333|24023564|19972|HAND CREAM VNLLA PMPKN 30ML 2023 A0X|1.0|29.25|2024-02-22
LYB000543408|2024-02-22|0310|129036732|25580|EDT BLUE MUSK ZEST 60ML A0X|1.0|126.75|2024-02-22
LYB010884207|2024-02-22|0333|24023557|26860|FACE CLEANSER WASH SEAWEED 125ML A0X RENO 2023|2.0|134.3|2024-02-22
LYB000975041|2024-02-22|0328|39016766|26074|SHOWER GEL OLIVE 750ML A0X RENO 2022|1.0|73.5|2024-02-22
LYB009244245|2024-02-22|0362|48012242|23584|SHOWER CREAM SHEA 250ML A0X RENO 2022|1.0|35.7|2024-02-22
LYB007035315|2024-02-22|0359|23014890|16372|FACE BASE TEA TREE LIGHT 2W 9G A0X (Refill)|1.0|109.0|2024-02-22
LYB010573587|2024-02-22|0363|24606169|25656|SHOWER CREAM ALMOND MILK 60ML A0X RENO 2022|1.0|16.5|2024-02-22
LYB004521839|2024-02-22|0310|129036728|18247|CLEANSING FOAM BRIGHTENING DOL 125ML A0X 2022|1.0|78.75|2024-02-22
LYB010883527|2024-02-22|0505|2680805|38265|LIP SCRUB PEAR 10ML XM23 A0X|1.0|49.0|2024-02-22
LYB010883989|2024-02-22|0368|137030546|88196|FOOT SCRUB PEPPERMINT 100ML A0X 2020|1.0|58.65|2024-02-22
LYB007293410|2024-02-22|0353|44012015|26960|FACE WASH VITAMIN E 125ML A0X RENO 2023|1.0|59.25|2024-02-22
LYB000932745|2024-02-22|0409|144021442|33435|OIL TEA TREE 20ML A0X RENO 2023|1.0|51.75|2024-02-22
LYB000585291|2024-02-22|0902|23305671|25095|CLEANSING BAR FOR FACE & BODY SATSUMA 100G A0X|1.0|26.25|2024-02-22
LYB009949650|2024-02-22|0368|135025100|33277|SHOWER GEL MORINGA 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB000337223|2024-02-22|0412|52021217|27109|MULTI-PROTECTION LIGHT ESS SKIN DEFENCE SPF50 PA++++ 60ML AX RENO 2023|2.0|287.3|2024-02-22
LYB010884137|2024-02-22|0328|39016776|98067|BODY MIST MANGO 100ML RENO A0X 2021|1.0|58.65|2024-02-22
LYB000675567|2024-02-22|8806|231011228|10280|PERFUME OIL WHITE MUSK 20ML A0X RENO 2021|3.0|312.75|2024-02-22
LYB000613169|2024-02-22|0324|96011833|26962|TONER HYDRATING VITAMIN E 250ML A0X RENO 2023|1.0|4.0|2024-02-22
LYB010883457|2024-02-22|0907|4708322|98088|EDP BLACK MUSK 30ML A0X RENO 2021|1.0|127.2|2024-02-22
LYB010883402|2024-02-22|0706|141017427|36559|SHOWER SCRUB BRITISH ROSE 200ML A0X RENO 2023|1.0|47.2|2024-02-22
LYB001741991|2024-02-22|0904|4607960|33277|SHOWER GEL MORINGA 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB008992327|2024-02-22|0411|151020883|27109|MULTI-PROTECTION LIGHT ESS SKIN DEFENCE SPF50 PA++++ 60ML AX RENO 2023|1.0|126.75|2024-02-22
LYB010884289|2024-02-22|0712|2660726|18125|FACIAL MASK RECIPES OF NATURE BRITISH ROSE 75ML AOX 2023|1.0|104.25|2024-02-22
LYB001183203|2024-02-22|0310|129036726|33277|SHOWER GEL MORINGA 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB000932718|2024-02-22|0908|14306448|16670|FACE BASE TEA TREE COMPACT FOR LIFE A0X (Casing only)|1.0|39.2|2024-02-22
LYB009541096|2024-02-22|0507|25104913|37015|GINGER SCALP CARE SHAMPOO BAR 60G A0X 2023|1.0|59.25|2024-02-22
LYB000144979|2024-02-22|0507|25104907|259|2022 GENERIC MINI GIFT PAPER BAG|1.0|0.0|2024-02-22
LYB006501538|2024-02-22|0717|9107539|98073|BODY MIST VANILLA 100ML RENO A0X 2021|2.0|117.3|2024-02-22
LYB007400324|2024-02-22|0389|24805769|14562|OOL SLEEPING CREAM 80ML A0X 2021|1.0|156.75|2024-02-22
