LYBNo|SaleDate|ShopCode|SalesMemoNo|GTIN|GTINDescription|QuantitySold|NetSales|ExtractionDate
LYB010884067|2024-02-22|0710|86016498|27109|MULTI-PROTECTION LIGHT ESS SKIN DEFENCE SPF50 PA++++ 60ML AX RENO 2023|1.0|135.2|2024-02-22
LYB007302640|2024-02-22|0710|86016499|97363|BODY BUTTER BRITISH ROSE 200ML RENO A0X 2021|1.0|100.3|2024-02-22
LYB008698102|2024-02-22|0332|63013671|23547|SHOWER GEL SATSUMA 250ML A0X RENO 2023|1.0|31.5|2024-02-22
LYB001332155|2024-02-22|0343|212011217|38247|BODY BUTTER CHERRY 200ML XM23 A0X|3.0|290.25|2024-02-22
LYB001931886|2024-02-22|0903|25903777|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB000880877|2024-02-22|K010|11805746|33260|SHOWER CREAM SHEA 60ML A0X RENO 2022|1.0|7.0|2024-02-22
LYB010884067|2024-02-22|0710|86016498|33429|FACE WASH TEA TREE 250ML AX RENO 2023|1.0|52.0|2024-02-22
LYB010884289|2024-02-22|0712|2660726|18129|FACIAL MASK RECIPES OF NATURE GINSENG & RICE 75ML AOX 2022|1.0|104.25|2024-02-22
LYB010883332|2024-02-22|0364|26303206|19984|BODY MIST CHOICE VIBRANT BERGAMOT 100ML A0X|1.0|90.0|2024-02-22
LYB000786216|2024-02-22|0332|63013683|17996|INTENSE CREAM EDELWEISS 50ML A1A|1.0|149.25|2024-02-22
LYB009012202|2024-02-22|0903|25903771|23580|SHOWER GEL OLIVE 250ML A0X RENO 2023|1.0|35.0|2024-02-22
LYB010883341|2024-02-22|0604|2710533|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB007335380|2024-02-22|0307|25403349|325|2023 GENERIC MINI GIFT PAPER BAG|3.0|1.5|2024-02-22
LYB003217133|2024-02-22|0607|81015805|83809|HAIR & BODY MIST SUPERFOOD POMEGRANATE & RED BERRIES 150ML A0X 2020|1.0|75.0|2024-02-22
LYB008825256|2024-02-22|0602|73012885|16094|FREESTYLE MULTI COLOUR FLOW 15ML A0X|1.0|84.15|2024-02-22
LYB003159343|2024-02-22|8902|8908531|23573|SHOWER GEL STRAWBERRY 250ML A0X RENO 2022|1.0|35.0|2024-02-22
LYB008640442|2024-02-22|0349|45011130|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|16.5|2024-02-22
LYB003779633|2024-02-22|0909|9908733|97518|BODY YOGURT STRAWBERRY 200ML A0X RENO 2022|1.0|60.0|2024-02-22
LYB010475151|2024-02-22|0343|212011224|31243|HAND BALM MORINGA 30ML A0X RENO 2023|1.0|29.75|2024-02-22
LYB004521839|2024-02-22|0310|129036727|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB010883439|2024-02-22|0341|19509574|26960|FACE WASH VITAMIN E 125ML A0X RENO 2023|1.0|50.0|2024-02-22
LYB008841148|2024-02-22|0315|121019173|26769|DAY CREAM SOOTHING ALOE 50ML A0X RENO 2023|1.0|74.0|2024-02-22
LYB000436968|2024-02-22|0368|137030540|25656|SHOWER CREAM ALMOND MILK 60ML A0X RENO 2022|1.0|16.5|2024-02-22
LYB006754866|2024-02-22|0902|23305667|37677|BODY SCRUB SHEA 240ML A0X RENO 2023|1.0|88.5|2024-02-22
LYB007810140|2024-02-22|0706|141017429|26256|CONDITIONER GINGER 60ML A0X RENO 2022|1.0|18.7|2024-02-22
LYB010884067|2024-02-22|0710|86016498|18412|FACE WASH TEA TREE 250ML A0X 2022 (x)|1.0|52.0|2024-02-22
LYB010573587|2024-02-22|0363|24606169|10280|PERFUME OIL WHITE MUSK 20ML A0X RENO 2021|1.0|104.25|2024-02-22
LYB000472298|2024-02-22|0368|135025103|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB002370107|2024-02-22|0403|12202121|38334|RAPID GEL TEA TREE 15ML A23 RENO 2023|1.0|41.25|2024-02-22
LYB001247990|2024-02-22|0303|25014443|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB002014876|2024-02-22|0610|64014040|17954|CONCENTRATE EDELWEISS 30ML A1A|1.0|183.2|2024-02-22
LYB000556138|2024-02-22|0349|45011117|42731|SHOWER GEL LOVE & PLUM 250ML A0X RENO 2023|1.0|33.75|2024-02-22
LYB009469446|2024-02-22|0343|212011220|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB007342066|2024-02-22|0315|121019177|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB007515250|2024-02-22|0315|128021805|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB005601549|2024-02-22|0413|113011296|94684|BATH GLOVES CREAM A0 2019|1.0|18.75|2024-02-22
LYB001635113|2024-02-22|0507|25104912|17973|EYE CONCENTRATE EDELWEISS 10ML|1.0|114.0|2024-02-22
LYB005797013|2024-02-22|0345|43020528|17954|CONCENTRATE EDELWEISS 30ML A1A|1.0|183.2|2024-02-22
LYB010883493|2024-02-22|0341|19509575|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB007876500|2024-02-22|0350|178027108|337|2023 XMAS MINI GIFT PAPER BAG|1.0|0.0|2024-02-22
LYB001261547|2024-02-22|0717|9107541|88780|ORANGE BATH LILY MINI RECYCLED GIFT ARX|2.0|14.85|2024-02-22
LYB008698102|2024-02-22|0332|63013671|23574|SHOWER GEL BRITISH ROSE 250ML A0X RENO 2022|1.0|31.5|2024-02-22
LYB010883615|2024-02-22|0908|14306443|98043|EDT VANILLA 30ML RENO 2021|1.0|63.2|2024-02-22
LYB001262041|2024-02-22|0606|145014500|26350|LIPSTICK PEPTALK SOLID LIP OIL YLANG 3.5G A0X|1.0|79.0|2024-02-22
LYB000428154|2024-02-22|0507|25104911|88309|BRUSH DOMED POWDER A0 2020|1.0|84.0|2024-02-22
LYB007084898|2024-02-22|0507|25104898|17961|CONCENTRATE EDELWEISS 50ML A1A|1.0|216.75|2024-02-22
LYB000472298|2024-02-22|0368|135025103|96078|FILE A FOOT M1 2018|1.0|29.25|2024-02-22
LYB000975041|2024-02-22|0328|39016766|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB001741991|2024-02-22|0904|4607960|86891|SCALP SERUM GINGER 50ML A0X 2020|1.0|74.25|2024-02-22
LYB010883536|2024-02-22|0353|44012005|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB006130987|2024-02-22|0409|144021437|94655|BRUSH CACTUS LONG HANDLE A0 2018|1.0|92.65|2024-02-22
LYB010884021|2024-02-22|0340|22907043|325|2023 GENERIC MINI GIFT PAPER BAG|1.0|0.0|2024-02-22
LYB010883378|2024-02-22|0341|19509573|23574|SHOWER GEL BRITISH ROSE 250ML A0X RENO 2022|1.0|35.0|2024-02-22
LYB010884252|2024-02-22|0333|24023559|37677|BODY SCRUB SHEA 240ML A0X RENO 2023|1.0|94.4|2024-02-22
LYB007876500|2024-02-22|0350|178027108|97512|BODY YOGURT BRITISH ROSE 200ML A0X RENO 2022|1.0|68.0|2024-02-22
LYB001247990|2024-02-22|0303|25014443|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB009193181|2024-02-22|0368|137030552|25099|CLEANSING BAR FOR FACE & BODY BRITISH ROSE 100G A0X|2.0|52.5|2024-02-22
LYB009325610|2024-02-22|0389|24805770|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB002053477|2024-02-22|0502|32011177|88655|PINK BATH LILY A0 2019|1.0|20.0|2024-02-22
LYB008514943|2024-02-22|0327|21014771|26554|CLEANSER CREAM ALOE 125ML RENO 2023|1.0|59.25|2024-02-22
LYB009469446|2024-02-22|0343|212011220|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB003807079|2024-02-22|0352|124015978|24929|SHOWER GEL PINK GRAPEFRUIT 60ML A0X RENO 2022|1.0|16.5|2024-02-22
LYB000764135|2024-02-22|0606|145014496|38357|SHOWER CREAM VNLLA PMPKN 250ML 2023 A0X|1.0|33.75|2024-02-22
LYB000822891|2024-02-22|0368|135025096|38251|MASSAGE OIL CHERRY 100ML XM23 A0X|2.0|193.5|2024-02-22
LYB010883235|2024-02-22|0704|8507422|97150|EDT BLACK MUSK 60ML A0X RENO 2021|1.0|169.0|2024-02-22
LYB003442304|2024-02-22|0409|144021439|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB010883712|2024-02-22|0411|151020888|26047|MOISTURISER GLOW-BOOSTING VIT C 50ML A0X 2022|1.0|134.25|2024-02-22
LYB000675567|2024-02-22|8806|231011228|26256|CONDITIONER GINGER 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB010883998|2024-02-22|0323|117011547|33277|SHOWER GEL MORINGA 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB008716365|2024-02-22|8806|231011220|18667|BODY MIST CHOICE GLOWING CHERRY BLOSSOM 100ML A0X|1.0|76.5|2024-02-22
LYB010883642|2024-02-22|0350|178027107|25656|SHOWER CREAM ALMOND MILK 60ML A0X RENO 2022|1.0|16.5|2024-02-22
LYB010884146|2024-02-22|0408|13904512|93935|DEODORANT MACA ROOT & ALOE 75G A0X 2020|1.0|36.75|2024-02-22
LYB010567054|2024-02-22|0409|144021448|96078|FILE A FOOT M1 2018|1.0|29.25|2024-02-22
LYB004590486|2024-02-22|0504|2760457|33427|TONER TEA TREE 250ML AX RENO 2023|1.0|50.0|2024-02-22
LYB010161902|2024-02-22|0389|244017478|10255|EDP WHITE MUSK LOVER 15ML A0X|1.0|75.65|2024-02-22
LYB010632710|2024-02-22|0908|14306446|18681|EDT CHOICE BLISSFUL STRAWBERRY 50ML A0X|1.0|159.0|2024-02-22
LYB000687261|2024-02-22|0907|4708315|33536|SHAMPOO TEA TREE 250ML A0X 2023|1.0|29.5|2024-02-22
LYB000472298|2024-02-22|0368|135025103|97393|BODY LOTION SHEA 200ML A0X RENO 2021|1.0|60.0|2024-02-22
LYB001126527|2024-02-22|0712|2660722|98110|EDP WHITE MUSK 30ML A0X RENO 2021|5.0|596.25|2024-02-22
LYB008997182|2024-02-22|0389|244017459|34543|BODY LOTION ALMOND MILK 200ML A0X RENO 2023|1.0|68.0|2024-02-22
LYB007589160|2024-02-22|0720|98027092|17146|LIP CARE STICK ALMOND MILK 4.2G A0X 2022|1.0|33.75|2024-02-22
LYB008473345|2024-02-22|0903|25903781|15665|OOL DAY CREAM 50ML A0X 2022|1.0|134.25|2024-02-22
LYB010628081|2024-02-22|0606|145014482|98139|EDT WHITE MUSK 60ML A0X RENO 2021|1.0|126.75|2024-02-22
LYB009256152|2024-02-22|0307|25403347|23573|SHOWER GEL STRAWBERRY 250ML A0X RENO 2022|3.0|94.5|2024-02-22
LYB002348463|2024-02-22|0315|121019168|23211|VIRTUAL REFILL SHOWER CRM SHEA 300ML|1.0|9.0|2024-02-22
LYB010327401|2024-02-22|8801|83017184|10280|PERFUME OIL WHITE MUSK 20ML A0X RENO 2021|2.0|208.5|2024-02-22
LYB010635902|2024-02-22|0604|2710532|98073|BODY MIST VANILLA 100ML RENO A0X 2021|1.0|58.65|2024-02-22
LYB005233719|2024-02-22|0315|128021812|97363|BODY BUTTER BRITISH ROSE 200ML RENO A0X 2021|1.0|88.5|2024-02-22
LYB001431508|2024-02-22|0389|244017445|26256|CONDITIONER GINGER 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB001262041|2024-02-22|0606|145014499|83693|OLIVE BATH LILY A0 2019|1.0|21.25|2024-02-22
LYB001423970|2024-02-22|0403|12202125|23580|SHOWER GEL OLIVE 250ML A0X RENO 2023|1.0|35.0|2024-02-22
LYB003442304|2024-02-22|0409|144021439|18411|BLEMISH GEL TEA TREE 2.5ML 2022 (x)|3.0|105.75|2024-02-22
LYB010223813|2024-02-22|0903|25903784|98229|MOISTURISER MATTIFYING GREEN TEA & LEMON 100ML A0X 2021|1.0|66.75|2024-02-22
LYB009773871|2024-02-22|0907|4708327|26635|BROW POWDER SCULPT IT COOL BROWN 3G A0X|1.0|84.0|2024-02-22
LYB010745874|2024-02-22|0310|129036709|98052|EDT BRITISH ROSE 100ML RENO A0X 2021|1.0|92.65|2024-02-22
LYB009760053|2024-02-22|0904|4607955|13254|HAND BALM AVOCADO 30ML A0X|3.0|52.5|2024-02-22
LYB010883697|2024-02-22|0343|212011225|86891|SCALP SERUM GINGER 50ML A0X 2020|1.0|54.0|2024-02-22
LYB003699142|2024-02-22|0907|4708320|17273|BODY SCRUB SHEA 50ML A0X RENO 2021|1.0|35.7|2024-02-22
LYB000639130|2024-02-22|0368|137030544|97393|BODY LOTION SHEA 200ML A0X RENO 2021|1.0|60.0|2024-02-22
LYB008574820|2024-02-22|0342|123015434|34|MATCH BOX SIZE L (TBS POD LOGO) 2019|1.0|0.0|2024-02-22
LYB004521839|2024-02-22|0310|129036728|33277|SHOWER GEL MORINGA 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB006754866|2024-02-22|0902|23305667|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB006333724|2024-02-22|0331|24203292|98054|BODY MIST STRAWBERRY 100ML RENO A0X 2021|1.0|69.0|2024-02-22
LYB006503721|2024-02-22|0902|23305672|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB008171390|2024-02-22|0315|128021819|34542|BODY LOTION BRITISH ROSE 200ML RENO A0X 2023|1.0|53.0|2024-02-22
LYB010883697|2024-02-22|0343|212011215|38256|HAND BALM CHERRY 30ML XM23 A0X|1.0|29.25|2024-02-22
LYB010883466|2024-02-22|0413|113011294|33260|SHOWER CREAM SHEA 60ML A0X RENO 2022|1.0|18.7|2024-02-22
LYB008806455|2024-02-22|0317|88014398|33429|FACE WASH TEA TREE 250ML AX RENO 2023|1.0|50.0|2024-02-22
LYB009443572|2024-02-22|0333|24023561|25125|CLEANSING BAR FOR FACE & BODY STRAWBERRY 100G A0X|1.0|29.75|2024-02-22
LYB000315805|2024-02-22|0503|18808339|15535|HAND CREAM BRITISH ROSE 30ML A0X RENO 2021|1.0|5.0|2024-02-22
LYB005786530|2024-02-22|0409|144021456|26966|MOISTURE CREAM VIT E 50ML A0X RENO 2023|1.0|66.75|2024-02-22
LYB002418489|2024-02-22|0411|151020876|17146|LIP CARE STICK ALMOND MILK 4.2G A0X 2022|1.0|0.0|2024-02-22
LYB010713750|2024-02-22|0324|96011840|15516|HAND BALM MANGO 30ML A0X RENO 2023|1.0|5.0|2024-02-22
LYB003270336|2024-02-22|8801|83017177|325|2023 GENERIC MINI GIFT PAPER BAG|1.0|0.0|2024-02-22
LYB000687261|2024-02-22|0907|4708315|15964|LIP BALM SKIN DEFENCE SPF30 4G A0X|1.0|55.25|2024-02-22
LYB010583742|2024-02-22|0363|24606174|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB000470139|2024-02-22|0707|5306461|97150|EDT BLACK MUSK 60ML A0X RENO 2021|1.0|126.75|2024-02-22
LYB009541096|2024-02-22|0507|25104913|97386|BODY BUTTER SHEA 50ML RENO A0X 2021|1.0|31.5|2024-02-22
LYB003146862|2024-02-22|0902|23305660|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB000543408|2024-02-22|0310|129036732|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|16.5|2024-02-22
LYB010599318|2024-02-22|0364|26303207|37704|BODY SCRUB IN OIL LAV & VET CALM 275G A0X|1.0|134.25|2024-02-22
LYB010884216|2024-02-22|0327|21014782|23584|SHOWER CREAM SHEA 250ML A0X RENO 2022|1.0|31.5|2024-02-22
LYB007397640|2024-02-22|0355|9506442|20018|DEODORANT ROLL ON ALOE 50ML RENO AX 2022|5.0|168.75|2024-02-22
LYB001753297|2024-02-22|0702|153017411|31402|HAND BALM SHEA 100ML A0X RENO 2023|1.0|67.15|2024-02-22
LYB008716365|2024-02-22|8806|231011220|18663|EDT CHOICE GLOWING CHERRY BLOSSOM 50ML A0X|1.0|135.15|2024-02-22
LYB008737191|2024-02-22|0403|12202130|26964|CLEANSER CREAM VITAMIN E 250ML A0X RENO 2023|1.0|59.25|2024-02-22
LYB010277869|2024-02-22|0702|153017425|15665|OOL DAY CREAM 50ML A0X 2022|1.0|134.25|2024-02-22
LYB001451414|2024-02-22|0502|32011187|33435|OIL TEA TREE 20ML A0X RENO 2023|3.0|165.6|2024-02-22
LYB001577235|2024-02-22|0606|145014488|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB010884225|2024-02-22|0720|98027097|96240|BRUSH PALETTE A0 2019|1.0|58.65|2024-02-22
LYB000786216|2024-02-22|0332|63013683|26966|MOISTURE CREAM VIT E 50ML A0X RENO 2023|1.0|66.75|2024-02-22
LYB007293410|2024-02-22|0353|44012015|97512|BODY YOGURT BRITISH ROSE 200ML A0X RENO 2022|1.0|60.0|2024-02-22
LYB010869165|2024-02-22|0720|98027096|27752|CLEANSING POLISH DAILY GLOW VIT C 100ML A0X RENO 2023|1.0|66.75|2024-02-22
LYB003146862|2024-02-22|0902|23305660|98052|EDT BRITISH ROSE 100ML RENO A0X 2021|1.0|81.75|2024-02-22
LYB001325872|2024-02-22|0604|2710531|25459|EDT BLUE MUSK 60ML A0X|1.0|126.75|2024-02-22
LYB010883606|2024-02-22|0506|13806931|42731|SHOWER GEL LOVE & PLUM 250ML A0X RENO 2023|1.0|38.25|2024-02-22
LYB009407516|2024-02-22|0506|13806933|26256|CONDITIONER GINGER 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB003146862|2024-02-22|0902|23305660|95778|DEEP CLEANSER ENERGISING GUARANA & COFFEE 150ML A0X 2021|1.0|59.25|2024-02-22
LYB000764135|2024-02-22|0606|145014496|33262|SHOWER GEL BRITISH ROSE 60ML A0X RENO 2023|1.0|16.5|2024-02-22
LYB009993013|2024-02-22|0505|2680810|88781|ORANGE BATH LILY GIFT ARX 2019|1.0|18.75|2024-02-22
LYB009338526|2024-02-22|0334|94021497|33277|SHOWER GEL MORINGA 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB008918556|2024-02-22|0303|25014444|325|2023 GENERIC MINI GIFT PAPER BAG|1.0|0.5|2024-02-22
LYB004578961|2024-02-22|0412|52021218|26256|CONDITIONER GINGER 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB010883518|2024-02-22|0908|14306442|97152|EDT WHITE MUSK LEAU 60ML A0X RENO 2021|1.0|100.0|2024-02-22
LYB001759431|2024-02-22|0350|178027106|19259|GLOW SERUM VITAMIN C 30ML A0X|1.0|171.75|2024-02-22
LYB009979776|2024-02-22|0399|93013316|24709|DRY BODY OIL ARGAN 125ML A0 RENO 2023|1.0|100.3|2024-02-22
LYB006062987|2024-02-22|0324|96011835|38333|DAILY SOLUTION TEA TREE 50ML AX RENO 2023|1.0|96.75|2024-02-22
LYB009979776|2024-02-22|0399|93013316|15964|LIP BALM SKIN DEFENCE SPF30 4G A0X|1.0|55.25|2024-02-22
LYB000556138|2024-02-22|0349|45011117|25325|SHOWER GEL PEPPERMINT 250ML A0X 2024|1.0|33.75|2024-02-22
LYB008942915|2024-02-22|0359|23014881|98116|EDT KISTNA 100ML A0 2021|2.0|287.3|2024-02-22
LYB007544540|2024-02-22|K010|11805743|17954|CONCENTRATE EDELWEISS 30ML A1A|1.0|194.65|2024-02-22
LYB003402856|2024-02-22|0507|25104901|18959|HAIR SERUM GRAPESEED 60ML 2022|1.0|45.0|2024-02-22
LYB004515360|2024-02-22|0328|39016769|33587|SHAMPOO GINGER 400ML A21X RENO 2023|2.0|127.5|2024-02-22
LYB006317948|2024-02-22|0904|4607956|33277|SHOWER GEL MORINGA 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB010223813|2024-02-22|0903|25903784|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB007400324|2024-02-22|0389|24805769|17074|FACE BASE TEA TREE MEDIUM 2N 9G A0X (Refill)|1.0|81.75|2024-02-22
LYB001424137|2024-02-22|0342|123015424|33277|SHOWER GEL MORINGA 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB000687261|2024-02-22|0907|4708315|95989|BODY LOTION AVOCADO 200ML A0X 2021|1.0|24.0|2024-02-22
LYB001423970|2024-02-22|0403|12202125|18637|MESH POUCH HONEY A0|1.0|0.0|2024-02-22
LYB008461386|2024-02-22|0368|135025090|33590|CONDITIONER GINGER 400ML A0X RENO 2023|2.0|112.5|2024-02-22
LYB005367344|2024-02-22|0399|93013325|27049|CLEANSING BALM CAMOMILE 90ML A0X RENO 2023|1.0|75.65|2024-02-22
LYB006318804|2024-02-22|0368|137030539|38273|BODY SCRUB PEAR 240ML XM23 A0X|2.0|193.5|2024-02-22
LYB000764135|2024-02-22|0606|145014496|25656|SHOWER CREAM ALMOND MILK 60ML A0X RENO 2022|1.0|16.5|2024-02-22
LYB005656868|2024-02-22|0909|9908743|38304|HAND CREAM PEAR 30ML XM23 A0X|1.0|9.0|2024-02-22
LYB006365981|2024-02-22|0303|25014442|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|17.6|2024-02-22
LYB010883165|2024-02-22|8901|5606663|23547|SHOWER GEL SATSUMA 250ML A0X RENO 2023|1.0|35.7|2024-02-22
LYB007810140|2024-02-22|0706|141017429|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|18.7|2024-02-22
LYB010713750|2024-02-22|0324|96011839|34543|BODY LOTION ALMOND MILK 200ML A0X RENO 2023|1.0|60.0|2024-02-22
LYB010884270|2024-02-22|0602|73012883|33534|SHAMPOO TEA TREE 400ML A0X 2023|1.0|56.25|2024-02-22
LYB001424137|2024-02-22|0342|123015424|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB008229140|2024-02-22|0333|24023564|342|2024 CNY SLEEVE GIFT BOX - L|1.0|0.0|2024-02-22
LYB000020509|2024-02-22|0362|48012239|27003|NIGHT CREAM VITAMIN E 50ML A0X RENO 2023|1.0|95.0|2024-02-22
LYB009949650|2024-02-22|0368|135025100|31243|HAND BALM MORINGA 30ML A0X RENO 2023|1.0|26.25|2024-02-22
LYB008212212|2024-02-22|0503|18808333|38367|TONER TEA TREE 60ML A0X RENO 2023|1.0|16.5|2024-02-22
LYB010548077|2024-02-22|0720|98027074|33590|CONDITIONER GINGER 400ML A0X RENO 2023|1.0|63.75|2024-02-22
LYB000827610|2024-02-22|0332|63013661|97027|OOL FACIAL OIL 50ML AOX 2021|1.0|216.75|2024-02-22
LYB001281356|2024-02-22|0342|123015426|98073|BODY MIST VANILLA 100ML RENO A0X 2021|1.0|51.75|2024-02-22
LYB007397640|2024-02-22|0355|9506443|98073|BODY MIST VANILLA 100ML RENO A0X 2021|7.0|362.25|2024-02-22
LYB000932745|2024-02-22|0409|144021442|97027|OOL FACIAL OIL 50ML AOX 2021|1.0|216.75|2024-02-22
LYB010883651|2024-02-22|0702|153017420|16501|FACE BASE TEA TREE TAN 1N 9G A0X (Refill)|1.0|81.75|2024-02-22
LYB010883776|2024-02-22|K010|11805745|34542|BODY LOTION BRITISH ROSE 200ML RENO A0X 2023|1.0|53.0|2024-02-22
LYB010883554|2024-02-22|0334|94021476|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB000326157|2024-02-22|0327|21014769|97027|OOL FACIAL OIL 50ML AOX 2021|1.0|216.75|2024-02-22
LYB005002225|2024-02-22|0902|23305670|33435|OIL TEA TREE 20ML A0X RENO 2023|1.0|69.0|2024-02-22
LYB010216947|2024-02-22|0709|5508915|23583|SHOWER CREAM ALMOND MILK 250ML A0X RENO 2022|1.0|31.5|2024-02-22
LYB010883217|2024-02-22|0707|5306457|25325|SHOWER GEL PEPPERMINT 250ML A0X 2024|1.0|33.75|2024-02-22
LYB006317948|2024-02-22|0904|4607956|97512|BODY YOGURT BRITISH ROSE 200ML A0X RENO 2022|1.0|60.0|2024-02-22
LYB010747605|2024-02-22|0389|244017476|98052|EDT BRITISH ROSE 100ML RENO A0X 2021|2.0|174.4|2024-02-22
LYB000436214|2024-02-22|0507|25104896|14562|OOL SLEEPING CREAM 80ML A0X 2021|1.0|156.75|2024-02-22
LYB004690333|2024-02-22|0307|25403346|98052|EDT BRITISH ROSE 100ML RENO A0X 2021|1.0|109.0|2024-02-22
LYB010884085|2024-02-22|0399|93013321|17367|LIPSTICK PEPTALK MAKE IT COUNT 4G A0X  (Refill)|1.0|63.2|2024-02-22
LYB000173591|2024-02-22|0403|12202124|33262|SHOWER GEL BRITISH ROSE 60ML A0X RENO 2023|1.0|18.7|2024-02-22
LYB009244245|2024-02-22|0362|48012242|23580|SHOWER GEL OLIVE 250ML A0X RENO 2023|1.0|35.7|2024-02-22
LYB000611091|2024-02-22|8701|19805600|328|2023 GENERIC MATCH BOX SIZE XL (TBS POD & BCORP LOGO)|1.0|0.0|2024-02-22
LYB005872040|2024-02-22|0350|178027100|26966|MOISTURE CREAM VIT E 50ML A0X RENO 2023|1.0|74.0|2024-02-22
LYB008379770|2024-02-22|0343|212011214|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB002113803|2024-02-22|0368|137030542|17151|LIP CARE STICK AVOCADO 4.2G A0X 2022|1.0|33.75|2024-02-22
LYB010883217|2024-02-22|0707|5306457|86891|SCALP SERUM GINGER 50ML A0X 2020|1.0|74.25|2024-02-22
LYB000472298|2024-02-22|0368|135025103|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB008804712|2024-02-22|0706|141017428|98050|EDT STRAWBERRY 30ML RENO 2021|1.0|67.15|2024-02-22
LYB010884289|2024-02-22|0712|2660726|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB010786163|2024-02-22|0340|22907040|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB002418489|2024-02-22|0411|151020877|26025|SHAMPOO SHEA RENO 60ML A0X|1.0|0.0|2024-02-22
LYB000150590|2024-02-22|0327|21014774|33275|SHOWER GEL STRAWBERRY 60ML A0X RENO 2023|1.0|0.0|2024-02-22
LYB010883509|2024-02-22|8801|83017179|98069|BODY MIST SHEA 100ML RENO A0X 2021|1.0|58.65|2024-02-22
LYB002301578|2024-02-22|0349|45011118|23583|SHOWER CREAM ALMOND MILK 250ML A0X RENO 2022|1.0|31.5|2024-02-22
LYB007585090|2024-02-22|0331|24203291|17961|CONCENTRATE EDELWEISS 50ML A1A|1.0|245.65|2024-02-22
LYB010216947|2024-02-22|0709|5508915|26029|CONDITIONER SHEA 60ML A0X RENO 2022|1.0|0.0|2024-02-22
LYB002670618|2024-02-22|0345|43020542|98128|FRAGRANCE MIST WHITE MUSK FLORA 100ML A0X RENO 2021|1.0|67.5|2024-02-22
LYB001431508|2024-02-22|0389|244017445|10347|SHAMPOO GINGER RENO 60ML A21X|1.0|0.0|2024-02-22
LYB000822891|2024-02-22|0368|135025096|17699|HAIR & BODY OIL BERG & MANDRN BOOST 100ML A0X|1.0|111.75|2024-02-22
LYB010677467|2024-02-22|0502|32011173|16079|FREESTYLE MULTI COLOUR EQUAL 15ML A0X|1.0|84.0|2024-02-22
